bin_center_ns,count
1.515,330.0
1.517,345.0
1.519,340.0
1.521,311.0
1.523,338.0
1.525,307.0
1.527,322.0
1.529,309.0
1.531,381.0
1.533,308.0
1.535,319.0
1.537,332.0
1.539,318.0
1.541,322.0
1.543,306.0
1.545,288.0
1.547,325.0
1.549,301.0
1.551,311.0
1.553,291.0
1.555,312.0
1.557,333.0
1.559,336.0
1.561,305.0
1.563,308.0
1.565,310.0
1.567,314.0
1.569,310.0
1.571,328.0
1.573,313.0
1.575,298.0
1.577,340.0
1.579,305.0
1.581,309.0
1.583,327.0
1.585,306.0
1.587,282.0
1.589,289.0
1.591,299.0
1.593,309.0
1.595,324.0
1.597,292.0
1.599,320.0
1.601,306.0
1.603,304.0
1.605,316.0
1.607,333.0
1.609,311.0
1.611,296.0
1.613,308.0
1.615,306.0
1.617,288.0
1.619,311.0
1.621,310.0
1.623,328.0
1.625,309.0
1.627,324.0
1.629,314.0
1.631,290.0
1.633,313.0
1.635,303.0
1.637,287.0
1.639,299.0
1.641,297.0
1.643,301.0
1.645,274.0
1.647,292.0
1.649,328.0
1.651,314.0
1.653,301.0
1.655,300.0
1.657,295.0
1.659,314.0
1.661,318.0
1.663,317.0
1.665,293.0
1.6669999999999998,293.0
1.6689999999999998,310.0
1.6709999999999998,307.0
1.6729999999999998,282.0
1.6749999999999998,264.0
1.6769999999999998,313.0
1.6789999999999998,276.0
1.6809999999999998,283.0
1.6829999999999998,315.0
1.6849999999999998,294.0
1.6869999999999998,308.0
1.6889999999999998,302.0
1.6909999999999998,298.0
1.6929999999999998,313.0
1.6949999999999998,302.0
1.6969999999999998,334.0
1.6989999999999998,301.0
1.7009999999999998,307.0
1.7029999999999998,308.0
1.7049999999999998,339.0
1.7069999999999999,298.0
1.7089999999999999,256.0
1.7109999999999999,278.0
1.7129999999999999,294.0
1.7149999999999999,288.0
1.7169999999999999,305.0
1.7189999999999999,297.0
1.7209999999999999,270.0
1.7229999999999999,286.0
1.7249999999999999,295.0
1.7269999999999999,283.0
1.7289999999999999,329.0
1.7309999999999999,276.0
1.7329999999999999,256.0
1.7349999999999999,261.0
1.7369999999999999,277.0
1.7389999999999999,296.0
1.7409999999999999,298.0
1.7429999999999999,299.0
1.7449999999999999,269.0
1.7469999999999999,270.0
1.7489999999999999,284.0
1.751,303.0
1.753,278.0
1.755,299.0
1.757,305.0
1.759,258.0
1.761,303.0
1.763,304.0
1.765,287.0
1.767,297.0
1.769,283.0
1.771,301.0
1.773,273.0
1.775,311.0
1.777,274.0
1.779,265.0
1.781,279.0
1.783,310.0
1.785,278.0
1.787,285.0
1.789,267.0
1.791,289.0
1.793,304.0
1.795,286.0
1.797,283.0
1.799,270.0
1.801,222.0
1.803,273.0
1.805,283.0
1.807,290.0
1.809,292.0
1.811,268.0
1.813,291.0
1.815,285.0
1.817,294.0
1.819,265.0
1.821,250.0
1.823,303.0
1.825,287.0
1.827,255.0
1.829,291.0
1.831,303.0
1.833,272.0
1.835,289.0
1.837,277.0
1.839,295.0
1.841,292.0
1.843,286.0
1.845,255.0
1.847,294.0
1.849,274.0
1.851,254.0
1.853,315.0
1.855,299.0
1.857,278.0
1.859,303.0
1.861,260.0
1.863,266.0
1.865,279.0
1.867,258.0
1.869,286.0
1.871,273.0
1.873,283.0
1.875,263.0
1.877,284.0
1.879,299.0
1.881,277.0
1.883,288.0
1.885,291.0
1.887,256.0
1.889,297.0
1.891,267.0
1.893,253.0
1.895,284.0
1.897,281.0
1.899,279.0
1.901,270.0
1.903,239.0
1.905,258.0
1.907,282.0
1.909,293.0
1.911,268.0
1.913,247.0
1.915,243.0
1.917,267.0
1.919,259.0
1.9209999999999998,270.0
1.9229999999999998,233.0
1.9249999999999998,274.0
1.9269999999999998,258.0
1.9289999999999998,274.0
1.9309999999999998,282.0
1.9329999999999998,244.0
1.9349999999999998,228.0
1.9369999999999998,265.0
1.9389999999999998,271.0
1.9409999999999998,241.0
1.9429999999999998,259.0
1.9449999999999998,267.0
1.9469999999999998,268.0
1.9489999999999998,265.0
1.9509999999999998,263.0
1.9529999999999998,277.0
1.9549999999999998,284.0
1.9569999999999999,224.0
1.9589999999999999,277.0
1.9609999999999999,261.0
1.9629999999999999,251.0
1.9649999999999999,268.0
1.9669999999999999,278.0
1.9689999999999999,286.0
1.9709999999999999,248.0
1.9729999999999999,234.0
1.9749999999999999,260.0
1.9769999999999999,260.0
1.9789999999999999,261.0
1.9809999999999999,252.0
1.9829999999999999,268.0
1.9849999999999999,267.0
1.9869999999999999,253.0
1.9889999999999999,253.0
1.9909999999999999,273.0
1.9929999999999999,235.0
1.9949999999999999,259.0
1.9969999999999999,233.0
1.9989999999999999,287.0
