bin_center_ns,count
0.743,355.0
0.745,355.0
0.747,318.0
0.749,352.0
0.751,356.0
0.753,365.0
0.755,339.0
0.757,376.0
0.759,371.0
0.761,378.0
0.763,375.0
0.765,338.0
0.767,349.0
0.769,368.0
0.771,335.0
0.773,344.0
0.775,357.0
0.777,364.0
0.779,371.0
0.781,353.0
0.783,347.0
0.785,341.0
0.787,339.0
0.789,366.0
0.791,348.0
0.793,372.0
0.795,365.0
0.797,392.0
0.799,414.0
0.801,391.0
0.803,350.0
0.805,370.0
0.807,354.0
0.809,356.0
0.811,364.0
0.8130000000000001,355.0
0.8150000000000001,350.0
0.8170000000000001,353.0
0.8190000000000001,346.0
0.8210000000000001,373.0
0.8230000000000001,373.0
0.8250000000000001,375.0
0.8270000000000001,358.0
0.8290000000000001,362.0
0.8310000000000001,348.0
0.8330000000000001,361.0
0.835,347.0
0.837,356.0
0.839,392.0
0.841,347.0
0.843,388.0
0.845,347.0
0.847,337.0
0.849,371.0
0.851,381.0
0.853,353.0
0.855,362.0
0.857,347.0
0.859,352.0
0.861,370.0
0.863,370.0
0.865,343.0
0.867,382.0
0.869,392.0
0.871,394.0
0.873,363.0
0.875,353.0
0.877,345.0
0.879,390.0
0.881,341.0
0.883,385.0
0.885,338.0
0.887,358.0
0.889,391.0
0.891,344.0
0.893,362.0
0.895,376.0
0.897,395.0
0.899,373.0
0.901,360.0
0.903,387.0
0.905,411.0
0.907,354.0
0.909,397.0
0.911,354.0
0.913,396.0
0.915,353.0
0.917,398.0
0.919,396.0
0.921,365.0
0.923,391.0
0.925,344.0
0.927,381.0
0.929,402.0
0.931,369.0
0.933,341.0
0.935,381.0
0.937,394.0
0.9390000000000001,391.0
0.9410000000000001,367.0
0.9430000000000001,383.0
0.9450000000000001,381.0
0.9470000000000001,399.0
0.9490000000000001,417.0
0.9510000000000001,386.0
0.9530000000000001,349.0
0.9550000000000001,372.0
0.9570000000000001,360.0
0.9590000000000001,378.0
0.961,358.0
0.963,384.0
0.965,373.0
0.967,395.0
0.969,358.0
0.971,383.0
0.973,377.0
0.975,356.0
0.977,369.0
0.979,346.0
0.981,380.0
0.983,366.0
0.985,348.0
0.987,370.0
0.989,353.0
0.991,390.0
0.993,389.0
0.995,352.0
0.997,387.0
0.999,396.0
1.001,371.0
1.003,380.0
1.005,398.0
1.007,372.0
1.009,403.0
1.011,344.0
1.013,368.0
1.015,400.0
1.017,413.0
1.019,366.0
1.021,387.0
1.023,375.0
1.025,367.0
1.027,355.0
1.029,361.0
1.031,378.0
1.033,369.0
1.035,350.0
1.037,413.0
1.039,412.0
1.041,383.0
1.043,417.0
1.045,402.0
1.047,390.0
1.049,358.0
1.051,390.0
1.053,348.0
1.055,334.0
1.057,350.0
1.059,383.0
1.061,351.0
1.063,370.0
1.065,371.0
1.067,364.0
1.069,398.0
1.071,375.0
1.073,399.0
1.075,402.0
1.077,377.0
1.079,401.0
1.081,413.0
1.083,374.0
1.085,348.0
1.087,366.0
1.089,408.0
1.091,373.0
1.093,364.0
1.095,374.0
1.097,365.0
1.099,366.0
1.101,379.0
1.103,375.0
1.105,377.0
1.107,384.0
1.109,372.0
1.111,389.0
1.113,376.0
1.115,353.0
1.117,340.0
1.119,376.0
1.121,383.0
1.123,386.0
1.125,371.0
1.127,355.0
1.129,367.0
1.131,372.0
1.133,406.0
1.135,390.0
1.137,364.0
1.139,380.0
1.141,360.0
1.143,365.0
1.145,348.0
1.147,398.0
1.149,368.0
1.151,388.0
1.153,372.0
1.1549999999999998,386.0
1.1569999999999998,397.0
1.1589999999999998,376.0
1.1609999999999998,394.0
1.1629999999999998,390.0
1.1649999999999998,390.0
1.1669999999999998,365.0
1.1689999999999998,357.0
1.1709999999999998,366.0
1.1729999999999998,376.0
1.1749999999999998,405.0
1.1769999999999998,368.0
1.1789999999999998,385.0
1.1809999999999998,381.0
1.1829999999999998,372.0
